1.1333,36800,2983
1.1333,35403,10500
1.1333,36398,1113.6
1.1333,38155,10824
1.1333,36867,2227.4
1.1333,36780,1200.1
1.1333,37198,1236.2
1.1333,34913,2722.9
1.1333,36876,7368.2
2.9,9664.3,634.98
2.9,8185.3,1710.5
2.9,9297.9,256.28
2.9,9218.4,2065.8
2.9,8922.1,434.16
2.9,9207.2,280.3
2.9,9275.1,336.76
2.9,9485.3,657.42
2.9,8941.7,1498.2
#124.1,76.47,41.224
#124.1,110.23,16.741
#1162.8,64.654,9.3531
#1222.8,48.057,18.24
#1222.8,59.927,8.7854
#1190.8,52.976,20.528
#1190.8,62.407,9.0094
