0.7,62979,1301.6,7.885e+07,1.6225e+06,1320
0.7,62898,1247.2,2.2967e+08,4.5438e+06,4080
1.0833,59466,1229.7,6.7858e+07,1.3963e+06,1200
1.4333,56705,1173.5,5.8385e+07,1.2014e+06,1080
1.7333,54592,1154.5,5.6209e+07,1.1823e+06,1080
#281.9,10.024,1.4694,2.198e+05,32219,77889
