0.7,127.83,47.228,4.8005e+05,1.7734e+05,4080
0.7,202.76,47.966,7.9056e+05,1.8701e+05,4080
1.0833,231.24,87.864,2.6627e+05,1.0117e+05,1200
1.4333,189.28,84.766,1.962e+05,87861,1080
1.7333,170.59,73.332,1.7683e+05,76009,1080
281.9,6.8874,0.34653,4.4513e+05,22327,77889
281.9,6.4368,0.31272,4.3193e+05,20966,77889
