4.85,2318.3,54.62,1.624e+06,37955,720
5.05,2294.8,53.966,1.8738e+06,43794,840
6.05,2159.7,49.725,1.5129e+06,34540,720
6.2667,2119.7,51.052,1.7309e+06,41441,840
6.5,1890.2,42.359,2.1993e+06,49090,1200
