3.1,212.71,43.787,2.456e+05,50555,1200
3.4333,214.01,31.328,4.8807e+05,71442,2400
6.8833,173.1,19.721,7.7017e+05,87739,4800
8.2167,169.01,86.002,7.389e+05,3.7598e+05,4800
8.2167,203.89,114.69,8.9185e+05,5.017e+05,4800
8.2167,148.02,17.646,6.5858e+05,78510,4800
