#ZVView-data-copy:  23-Feb-2020 09:03:47
#=======================================
#
#name:   30-ZN-64(N,P)29-CU-64,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  320
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          14.7          0.1        0.166         0.01  # 1972,D.C.Santry+         ## 10224005  #dY:6.0%   
          14.7          0.1         0.23         0.03  # 1963,E.T.Bramlitt+       ## 11590023  #dY:13.0%  
          14.7          0.3        0.211         0.02  # 1976,M.Valkonen+         ## 20673010  #dY:9.5%   
          14.7         0.15         0.16        0.012  # 1977,N.I.Molla+          ## 20721057  #dY:7.5%   
         14.71            0       0.2011       0.0179  # 1994,N.I.Molla+          ## 31449011  #dY:8.9%   
         14.73            0        0.139        0.047  # 1982,M.Viennot+          ## 30644018  #dY:33.8%  
         14.73         0.23        0.185        0.008  # 1991,M.Viennot+          ## 30978030  #dY:4.3%   
         14.74        0.162      0.08009    0.0040045  # 1987,J.W.Meadows+        ## 12969020  #dY:5.0%   
         14.75         0.05         0.18        0.015  # 1962,F.Gabbard+          ## 11494011  #dY:8.3%   
         14.77        0.125        0.155       0.0124  # 1962,E.Weigold+          ## 31110005  #dY:8.0%   
          14.8         0.45        0.284         0.02  # 1960,I.L.Preiss+         ## 11740018  #dY:7.0%   
          14.8            0        0.176       0.0045  # 1988,D.A.Rutherford      ## 13136003  #dY:2.6%   
          14.8          0.1        0.204        0.015  # 1966,A.Kjelberg+         ## 20107002  #dY:7.4%   
          14.8         0.25        0.205        0.015  # 1971,R.Prasad+           ## 30336020  #dY:7.3%   
          14.8          0.5        0.171        0.013  # 1985,J.P.Gupta+          ## 30707015  #dY:7.6%   
          14.8            0        0.167        0.014  # 1985,I.Garlea+           ## 30807007  #dY:8.4%   
          14.8         0.15        0.158       0.0132  # 1992,I.Garlea+           ## 31459018  #dY:8.4%   
          14.8            0        0.154         0.01  # 1967,G.P.Vinitskaya+     ## 40009003  #dY:6.5%   
         14.82         0.14       0.1454       0.0098  # 1969,M.Bormann+          ## 20835006  #dY:6.7%   
         14.83            0        0.125        0.042  # 1982,M.Viennot+          ## 30644018  #dY:33.6%  
         14.83         0.25         0.18        0.008  # 1991,M.Viennot+          ## 30978030  #dY:4.4%   
          14.9            0       0.1274       0.0083  # 1993,C.Konno+            ## 22637007  #dY:6.5%   
            15          0.3        0.159         0.01  # 1995,D.Kielan+           ## 31460002  #dY:6.3%   
          15.2            0        0.195         0.02  # 1962,F.Gabbard+          ## 11494011  #dY:10.3%  
          15.2          0.1        0.152        0.009  # 1995,S.K.Ghorai+         ## 13597002  #dY:5.9%   
          15.4            0         0.18        0.015  # 1962,F.Gabbard+          ## 11494011  #dY:8.3%   
          15.4          0.2        0.138        0.008  # 1995,D.Kielan+           ## 31460002  #dY:5.8%   
         15.46         0.15       0.1554       0.0103  # 1969,M.Bormann+          ## 20835006  #dY:6.6%   
          15.6            0        0.162        0.013  # 1962,F.Gabbard+          ## 11494011  #dY:8.0%   
          15.9          0.2        0.198        0.016  # 1963,M.Bormann+          ## 21343009  #dY:8.1%   
          15.9          0.5        0.141        0.018  # 1995,D.Kielan+           ## 31460002  #dY:12.8%  
            16            0        0.148        0.012  # 1962,F.Gabbard+          ## 11494011  #dY:8.1%   
         16.05         0.15       0.1333       0.0087  # 1969,M.Bormann+          ## 20835006  #dY:6.5%   
          16.2          0.3        0.114        0.008  # 1972,D.C.Santry+         ## 10224005  #dY:7.0%   
          16.2          0.1        0.116        0.006  # 1995,S.K.Ghorai+         ## 13597002  #dY:5.2%   
          16.4            0         0.16         0.01  # 1962,F.Gabbard+          ## 11494011  #dY:6.2%   
         16.51         0.15       0.1414       0.0093  # 1969,M.Bormann+          ## 20835006  #dY:6.6%   
          16.6          0.1        0.148        0.018  # 1995,D.Kielan+           ## 31460002  #dY:12.2%  
          16.7            0        0.135         0.01  # 1962,F.Gabbard+          ## 11494011  #dY:7.4%   
          16.9            0        0.142        0.013  # 1962,F.Gabbard+          ## 11494011  #dY:9.2%   
         17.08         0.14       0.1328       0.0089  # 1969,M.Bormann+          ## 20835006  #dY:6.7%   
          17.2          0.1        0.135         0.01  # 1962,F.Gabbard+          ## 11494011  #dY:7.4%   
          17.2          0.1        0.122        0.008  # 1995,S.K.Ghorai+         ## 13597002  #dY:6.6%   
         17.48         0.14       0.1203        0.008  # 1969,M.Bormann+          ## 20835006  #dY:6.7%   
         17.55          0.1        0.152        0.012  # 1962,F.Gabbard+          ## 11494011  #dY:7.9%   
          17.8         0.25       0.0878       0.0061  # 1972,D.C.Santry+         ## 10224005  #dY:6.9%   
         17.84         0.13       0.1181       0.0077  # 1969,M.Bormann+          ## 20835006  #dY:6.5%   
         17.99        0.075        0.061        0.008  # 1999,Xiaolong Huang+     ## 31500002  #dY:13.1%  
            18          0.2        0.187        0.017  # 1963,M.Bormann+          ## 21343009  #dY:9.1%   
         18.06         0.13       0.1257        0.008  # 1969,M.Bormann+          ## 20835006  #dY:6.4%   
         18.19         0.12       0.1139       0.0076  # 1969,M.Bormann+          ## 20835006  #dY:6.7%   
         19.02         0.11        0.057        0.005  # 1999,Xiaolong Huang+     ## 31500002  #dY:8.8%   
          19.1         0.15       0.0762       0.0059  # 1972,D.C.Santry+         ## 10224005  #dY:7.7%   
          19.3          0.2         0.18        0.016  # 1963,M.Bormann+          ## 21343009  #dY:8.9%   
          19.6         0.15       0.0602       0.0051  # 1972,D.C.Santry+         ## 10224005  #dY:8.5%   
          19.8         0.15       0.0666       0.0056  # 1972,D.C.Santry+         ## 10224005  #dY:8.4%   
//
#-------------------------------------------------------------------------------
