EoB expected count rates (cps)
Current (uA): 0.1
Run-time (h): 1.0
Source-Detector distance (cm): 10
Detector efficiency at 662 keV: 0.0044
,
,
Ni Reaction Products
Isotope,51CRg,52MNg,53FEg,54MNg,55COg,56COg,56MNg,56NIg,57COg,57NIg,58COg,59FEg,60COm1
Half-Life, 27.701 (d),5.591 (d),8.51 (m),312.05 (d),17.53 (h),77.233 (d),2.579 (h),6.075 (d),271.74 (d),1.483 (d),70.86 (d),44.495 (d),10.467 (m)
,
Sample
Ni01,6.374e-03,2.561e-04,1.368e+01,2.734e-01,3.136e-01,1.244e+00,9.784e+00,5.380e-01,5.003e+01,1.277e+02,2.176e+01,2.826e-02,6.179e+02
Ni02,5.027e-03,2.020e-04,1.079e+01,2.156e-01,2.474e-01,9.811e-01,7.716e+00,4.243e-01,3.946e+01,1.007e+02,1.716e+01,2.229e-02,4.873e+02
Ni03,5.134e-03,2.063e-04,1.102e+01,2.202e-01,2.526e-01,1.002e+00,7.881e+00,4.334e-01,4.030e+01,1.028e+02,1.753e+01,2.277e-02,4.978e+02
Ni04,3.790e-03,1.523e-04,8.134e+00,1.626e-01,1.865e-01,7.397e-01,5.818e+00,3.199e-01,2.975e+01,7.592e+01,1.294e+01,1.681e-02,3.674e+02
Ni05,6.460e-03,2.596e-04,1.386e+01,2.771e-01,3.179e-01,1.261e+00,9.916e+00,5.453e-01,5.071e+01,1.294e+02,2.205e+01,2.865e-02,6.263e+02
Ni06,6.882e-03,2.766e-04,1.477e+01,2.952e-01,3.387e-01,1.343e+00,1.056e+01,5.809e-01,5.402e+01,1.378e+02,2.349e+01,3.052e-02,6.672e+02
Ni07,6.553e-03,2.633e-04,1.406e+01,2.811e-01,3.224e-01,1.279e+00,1.006e+01,5.531e-01,5.143e+01,1.312e+02,2.237e+01,2.906e-02,6.353e+02
Ni08,7.142e-03,2.870e-04,1.533e+01,3.063e-01,3.514e-01,1.394e+00,1.096e+01,6.028e-01,5.606e+01,1.430e+02,2.438e+01,3.167e-02,6.924e+02
Ni09,7.191e-03,2.890e-04,1.543e+01,3.084e-01,3.538e-01,1.403e+00,1.104e+01,6.069e-01,5.644e+01,1.440e+02,2.454e+01,3.189e-02,6.971e+02
,
,
,
Zn Reaction Products
