3.1,334.04,96.577
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
3.1,213.91,44.605
3.1,323.74,68.739
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
3.1,215.22,32.299
3.1,294.21,58.42
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
6.8833,225.92,39.174
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
6.8833,174.05,20.646
6.8833,201.69,36.172
6.8833,168.51,85.911
6.8833,203.3,114.55
-5.9e+07,NaN,NaN
6.8833,148.85,18.415
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
42.867,112.92,51.792
-5.9e+07,NaN,NaN
