1.1333,36575,3312.2
1.1333,35438,10619
1.1333,36574,1913.6
1.1333,38396,11013
1.1333,36785,2713.6
1.1333,36100,1912.8
1.1333,36037,1863.4
1.1333,33334,2848.1
1.1333,34622,6969.5
1.1333,37269,2977.3
2835,9553.7,702.45
2835,8219.7,1746.2
2835,9368.4,437.42
2835,9302.2,2113
2835,8952.4,551.67
2835,9125.7,430.56
2835,9103.5,419.97
2835,9206.9,625.78
2835,8569.3,1385.4
2835,9695.3,646.94
124.1,75.715,40.891
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
1162.8,48.172,18.303
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
1162.8,53.119,20.604
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
