-5.9e+07,NaN,NaN
-5.9e+07,NaN,NaN
1.3167,27.02,6.6835
3.8,22.496,11.56
3.8,31.645,5.2119
3.8,24.842,2.936
143.55,6.9674,1.4603
#143.55,23.925,1.356
143.55,5.9311,0.34636
