#rp040090.L03         Number of runs:    300
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 9.50000E+00 7.81758E+02 6.86339E+02 8.77176E+02
 1.00000E+01 8.03464E+02 7.04911E+02 9.02017E+02
 1.05000E+01 8.23489E+02 7.21380E+02 9.25597E+02
 1.10000E+01 8.41304E+02 7.35443E+02 9.47164E+02
 1.15000E+01 8.55364E+02 7.45909E+02 9.64819E+02
 1.20000E+01 8.61743E+02 7.48959E+02 9.74527E+02
 1.25000E+01 8.24163E+02 7.05838E+02 9.42488E+02
 1.30000E+01 7.28795E+02 6.02249E+02 8.55340E+02
 1.35000E+01 6.36291E+02 5.10432E+02 7.62150E+02
 1.40000E+01 5.50315E+02 4.27840E+02 6.72789E+02
 1.45000E+01 4.72648E+02 3.53820E+02 5.91476E+02
 1.50000E+01 4.16589E+02 3.02924E+02 5.30254E+02
 1.60000E+01 3.21363E+02 2.19445E+02 4.23281E+02
 1.70000E+01 2.62254E+02 1.72882E+02 3.51627E+02
 1.80000E+01 2.23638E+02 1.44432E+02 3.02844E+02
 1.90000E+01 2.00492E+02 1.29018E+02 2.71966E+02
 2.00000E+01 1.82521E+02 1.17210E+02 2.47831E+02
 2.10000E+01 1.71178E+02 1.10484E+02 2.31872E+02
 2.20000E+01 1.64883E+02 1.07533E+02 2.22234E+02
 2.30000E+01 1.57299E+02 1.03298E+02 2.11300E+02
 2.40000E+01 1.50687E+02 9.96729E+01 2.01702E+02
 2.50000E+01 1.43820E+02 9.59304E+01 1.91710E+02
 2.60000E+01 1.38082E+02 9.29630E+01 1.83202E+02
 2.70000E+01 1.33515E+02 9.09442E+01 1.76086E+02
 2.80000E+01 1.29828E+02 8.94163E+01 1.70240E+02
 2.90000E+01 1.24948E+02 8.67608E+01 1.63135E+02
 3.00000E+01 1.21613E+02 8.53953E+01 1.57831E+02
 3.20000E+01 1.13153E+02 7.94550E+01 1.46852E+02
 3.40000E+01 1.04832E+02 7.36122E+01 1.36053E+02
 3.60000E+01 9.66390E+01 6.78588E+01 1.25419E+02
 3.80000E+01 8.90606E+01 6.25373E+01 1.15584E+02
 4.00000E+01 8.26635E+01 5.80453E+01 1.07282E+02
 4.20000E+01 7.68394E+01 5.39558E+01 9.97231E+01
 4.40000E+01 7.14129E+01 5.01453E+01 9.26805E+01
 4.60000E+01 6.72320E+01 4.72095E+01 8.72545E+01
 4.80000E+01 6.25920E+01 4.39514E+01 8.12326E+01
 5.00000E+01 5.94335E+01 4.17335E+01 7.71334E+01
 5.20000E+01 5.63203E+01 3.95475E+01 7.30932E+01
 5.40000E+01 5.22874E+01 3.67156E+01 6.78592E+01
 5.60000E+01 5.01902E+01 3.52430E+01 6.51374E+01
 5.80000E+01 4.78100E+01 3.35716E+01 6.20484E+01
 6.00000E+01 4.46646E+01 3.13630E+01 5.79662E+01
 6.50000E+01 3.88436E+01 2.72755E+01 5.04116E+01
 7.00000E+01 3.40342E+01 2.38984E+01 4.41700E+01
 7.50000E+01 2.98588E+01 2.09665E+01 3.87511E+01
 8.00000E+01 2.70642E+01 1.90041E+01 3.51242E+01
 9.00000E+01 2.09089E+01 1.46820E+01 2.71358E+01
 1.00000E+02 1.64555E+01 1.15549E+01 2.13562E+01
 1.10000E+02 1.33963E+01 9.40673E+00 1.73859E+01
 1.20000E+02 1.08928E+01 7.64884E+00 1.41369E+01
 1.30000E+02 9.11590E+00 6.40108E+00 1.18307E+01
 1.40000E+02 7.76873E+00 5.45512E+00 1.00823E+01
 1.50000E+02 6.43577E+00 4.51912E+00 8.35241E+00
 1.60000E+02 5.55634E+00 3.90160E+00 7.21108E+00
 1.80000E+02 4.15386E+00 2.91680E+00 5.39093E+00
 2.00000E+02 3.27977E+00 2.30301E+00 4.25652E+00
