# n +  96Zr: Production of  97Zr - Total
# Q-value    = 5.57514E+00 mass=  96.910957
# E-threshold= 0.00000E+00
# # energies =   121
#     E          xs
 1.00000E-11 1.15185E+03
 2.53000E-08 2.29000E+01
 1.00000E-06 3.64247E+00
 1.00000E-05 1.15185E+00
 1.00000E-04 3.64247E-01
 2.00000E-04 2.57561E-01
 3.00000E-04 2.10298E-01
 6.00000E-04 1.48703E-01
 1.00000E-03 1.15185E-01
 2.00000E-03 8.14481E-02
 2.60000E-03 7.14347E-02
 3.00000E-03 1.16046E-01
 6.00000E-03 1.21704E+00
 1.00000E-02 6.87876E+00
 1.30000E-02 1.67436E+01
 2.00000E-02 1.20997E+01
 3.00000E-02 9.35554E+00
 6.00000E-02 6.78149E+00
 1.00000E-01 5.90635E+00
 2.00000E-01 5.46382E+00
 3.00000E-01 5.31633E+00
 4.00000E-01 5.29822E+00
 5.00000E-01 5.42133E+00
 6.00000E-01 5.67716E+00
 7.00000E-01 6.05176E+00
 8.00000E-01 6.52685E+00
 9.00000E-01 7.09883E+00
 1.00000E+00 7.76100E+00
 1.20000E+00 9.39129E+00
 1.40000E+00 1.14267E+01
 1.60000E+00 1.38709E+01
 1.80000E+00 1.36846E+01
 2.00000E+00 7.33595E+00
 2.20000E+00 6.07922E+00
 2.40000E+00 5.56509E+00
 2.60000E+00 5.00125E+00
 2.80000E+00 4.69632E+00
 3.00000E+00 3.71596E+00
 3.20000E+00 3.40537E+00
 3.40000E+00 2.89794E+00
 3.60000E+00 2.59971E+00
 3.80000E+00 2.25333E+00
 4.00000E+00 1.89671E+00
 4.20000E+00 1.63042E+00
 4.40000E+00 1.40976E+00
 4.60000E+00 1.23423E+00
 4.80000E+00 1.08845E+00
 5.00000E+00 9.60788E-01
 5.20000E+00 8.61328E-01
 5.40000E+00 7.81757E-01
 5.60000E+00 7.07711E-01
 5.80000E+00 6.53471E-01
 6.00000E+00 5.93022E-01
 6.20000E+00 5.53114E-01
 6.40000E+00 5.29992E-01
 6.60000E+00 4.91563E-01
 6.80000E+00 4.83359E-01
 7.00000E+00 4.41681E-01
 7.20000E+00 4.36512E-01
 7.40000E+00 4.49550E-01
 7.60000E+00 4.23155E-01
 7.80000E+00 4.57483E-01
 8.00000E+00 4.55674E-01
 8.50000E+00 5.04179E-01
 9.00000E+00 5.94431E-01
 9.50000E+00 7.32787E-01
 1.00000E+01 9.22709E-01
 1.05000E+01 1.15460E+00
 1.10000E+01 1.40704E+00
 1.15000E+01 1.64884E+00
 1.20000E+01 1.85838E+00
 1.25000E+01 2.02305E+00
 1.30000E+01 2.14121E+00
 1.35000E+01 2.21906E+00
 1.40000E+01 2.26590E+00
 1.45000E+01 2.28356E+00
 1.50000E+01 2.27318E+00
 1.60000E+01 2.19584E+00
 1.70000E+01 2.00140E+00
 1.80000E+01 1.77061E+00
 1.90000E+01 1.52347E+00
 2.00000E+01 1.30008E+00
 2.10000E+01 1.11097E+00
 2.20000E+01 9.65008E-01
 2.30000E+01 8.52651E-01
 2.40000E+01 7.67381E-01
 2.50000E+01 6.95088E-01
 2.60000E+01 6.42665E-01
 2.70000E+01 5.97087E-01
 2.80000E+01 5.60302E-01
 2.90000E+01 5.29936E-01
 3.00000E+01 5.01698E-01
 3.20000E+01 4.40736E-01
 3.40000E+01 4.03865E-01
 3.60000E+01 3.91367E-01
 3.80000E+01 3.65157E-01
 4.00000E+01 3.46029E-01
 4.20000E+01 3.27135E-01
 4.40000E+01 3.11574E-01
 4.60000E+01 2.98972E-01
 4.80000E+01 2.86068E-01
 5.00000E+01 2.74252E-01
 5.20000E+01 2.64917E-01
 5.40000E+01 2.55076E-01
 5.60000E+01 2.45861E-01
 5.80000E+01 2.37068E-01
 6.00000E+01 2.29869E-01
 6.50000E+01 2.10922E-01
 7.00000E+01 1.94591E-01
 7.50000E+01 1.82253E-01
 8.00000E+01 1.70024E-01
 9.00000E+01 1.41697E-01
 1.00000E+02 1.29758E-01
 1.10000E+02 1.11619E-01
 1.20000E+02 8.76082E-02
 1.30000E+02 7.80844E-02
 1.40000E+02 7.33672E-02
 1.50000E+02 6.72327E-02
 1.60000E+02 5.80410E-02
 1.80000E+02 4.21003E-02
 2.00000E+02 2.57887E-02
