#rp039090.L02         Number of runs:    300
#
#
#
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 5.20000E+01 5.89437E+00 3.61369E+00 8.17505E+00
 5.40000E+01 5.49552E+00 3.36917E+00 7.62187E+00
 5.60000E+01 5.19994E+00 3.18796E+00 7.21193E+00
 5.80000E+01 4.76669E+00 2.92234E+00 6.61104E+00
 6.00000E+01 4.47990E+00 2.74652E+00 6.21329E+00
 6.50000E+01 3.83374E+00 2.35037E+00 5.31710E+00
 7.00000E+01 3.29808E+00 2.02197E+00 4.57419E+00
 7.50000E+01 2.95501E+00 1.81165E+00 4.09838E+00
 8.00000E+01 2.56534E+00 1.57275E+00 3.55794E+00
 9.00000E+01 1.91892E+00 1.17644E+00 2.66140E+00
 1.00000E+02 1.50474E+00 9.22518E-01 2.08696E+00
 1.10000E+02 1.19300E+00 7.31401E-01 1.65461E+00
 1.20000E+02 9.98265E-01 6.12012E-01 1.38452E+00
 1.30000E+02 8.22464E-01 5.04232E-01 1.14070E+00
 1.40000E+02 7.00768E-01 4.29624E-01 9.71913E-01
 1.50000E+02 6.13602E-01 3.76184E-01 8.51020E-01
 1.60000E+02 5.15498E-01 3.16039E-01 7.14957E-01
 1.80000E+02 4.02231E-01 2.46598E-01 5.57864E-01
 2.00000E+02 3.05522E-01 1.87308E-01 4.23736E-01
