#rp039090.L02         Number of runs:    300
#
#
#
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 1.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 2.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 3.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 4.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 5.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 6.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 7.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 8.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 9.00000E-01 0.00000E+00 0.00000E+00 0.00000E+00
 1.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.20000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.40000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.60000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.80000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 2.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 2.20000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 2.40000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 2.60000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 2.80000E+00 1.26866E-13 1.26866E-13 1.26866E-13
 3.00000E+00 6.60441E-11 6.60441E-11 6.60441E-11
 3.20000E+00 4.48394E-09 4.48394E-09 4.48394E-09
 3.40000E+00 1.02627E-07 9.94760E-14 2.05254E-07
 3.60000E+00 1.10688E-06 5.14731E-08 2.16228E-06
 3.80000E+00 8.64732E-06 7.73919E-07 1.65207E-05
 4.00000E+00 5.27612E-05 7.35636E-06 9.81661E-05
 4.20000E+00 2.30811E-04 4.54795E-05 4.16142E-04
 4.40000E+00 7.98327E-04 1.92204E-04 1.40445E-03
 4.60000E+00 2.23319E-03 5.76884E-04 3.88949E-03
 4.80000E+00 5.32158E-03 1.53668E-03 9.10648E-03
 5.00000E+00 1.16381E-02 3.92241E-03 1.93539E-02
 5.20000E+00 2.32936E-02 9.12493E-03 3.74623E-02
 5.40000E+00 4.28162E-02 1.89044E-02 6.67280E-02
 5.60000E+00 7.29154E-02 3.53265E-02 1.10504E-01
 5.80000E+00 1.16024E-01 6.07311E-02 1.71316E-01
 6.00000E+00 1.74275E-01 9.75118E-02 2.51039E-01
 6.20000E+00 2.49666E-01 1.48393E-01 3.50939E-01
 6.40000E+00 3.47694E-01 2.19131E-01 4.76256E-01
 6.60000E+00 4.55650E-01 3.00170E-01 6.11130E-01
 6.80000E+00 5.94552E-01 4.11099E-01 7.78004E-01
 7.00000E+00 7.48654E-01 5.38000E-01 9.59309E-01
 7.20000E+00 9.04181E-01 6.68457E-01 1.13990E+00
 7.40000E+00 1.09919E+00 8.38543E-01 1.35983E+00
 7.60000E+00 1.27395E+00 9.89653E-01 1.55824E+00
 7.80000E+00 1.49477E+00 1.18847E+00 1.80106E+00
 8.00000E+00 1.71521E+00 1.38553E+00 2.04489E+00
 8.50000E+00 2.29170E+00 1.90134E+00 2.68207E+00
 9.00000E+00 2.92328E+00 2.45285E+00 3.39370E+00
 9.50000E+00 3.60312E+00 3.02808E+00 4.17815E+00
 1.00000E+01 4.33680E+00 3.63410E+00 5.03950E+00
 1.05000E+01 5.12975E+00 4.28252E+00 5.97699E+00
 1.10000E+01 5.98360E+00 4.98103E+00 6.98618E+00
 1.15000E+01 6.89522E+00 5.73186E+00 8.05858E+00
 1.20000E+01 7.84895E+00 6.52818E+00 9.16971E+00
 1.25000E+01 8.81378E+00 7.35209E+00 1.02755E+01
 1.30000E+01 9.72685E+00 8.16241E+00 1.12913E+01
 1.35000E+01 1.05156E+01 8.90643E+00 1.21248E+01
 1.40000E+01 1.11251E+01 9.52501E+00 1.27252E+01
 1.45000E+01 1.15174E+01 9.93708E+00 1.30977E+01
 1.50000E+01 1.17240E+01 1.01081E+01 1.33399E+01
 1.60000E+01 1.20993E+01 1.00849E+01 1.41137E+01
 1.70000E+01 1.20167E+01 9.40033E+00 1.46331E+01
 1.80000E+01 1.21266E+01 8.94205E+00 1.53111E+01
 1.90000E+01 1.23287E+01 8.66405E+00 1.59934E+01
 2.00000E+01 1.26042E+01 8.54318E+00 1.66652E+01
 2.10000E+01 1.29122E+01 8.54797E+00 1.72764E+01
 2.20000E+01 1.32407E+01 8.60009E+00 1.78814E+01
 2.30000E+01 1.34673E+01 8.65276E+00 1.82818E+01
 2.40000E+01 1.36414E+01 8.69232E+00 1.85904E+01
 2.50000E+01 1.34562E+01 8.49831E+00 1.84141E+01
 2.60000E+01 1.34396E+01 8.43435E+00 1.84448E+01
 2.70000E+01 1.32067E+01 8.22862E+00 1.81848E+01
 2.80000E+01 1.31843E+01 8.18434E+00 1.81842E+01
 2.90000E+01 1.27832E+01 7.87276E+00 1.76936E+01
 3.00000E+01 1.26562E+01 7.75923E+00 1.75532E+01
 3.20000E+01 1.19595E+01 7.33210E+00 1.65870E+01
 3.40000E+01 1.12182E+01 6.87761E+00 1.55588E+01
 3.60000E+01 1.07434E+01 6.58654E+00 1.49003E+01
 3.80000E+01 9.87557E+00 6.05447E+00 1.36967E+01
 4.00000E+01 9.30531E+00 5.70486E+00 1.29058E+01
 4.20000E+01 8.50034E+00 5.21135E+00 1.17893E+01
 4.40000E+01 8.20290E+00 5.02900E+00 1.13768E+01
 4.60000E+01 7.44216E+00 4.56260E+00 1.03217E+01
 4.80000E+01 6.92885E+00 4.24791E+00 9.60979E+00
 5.00000E+01 6.45124E+00 3.95510E+00 8.94738E+00
