#rp039090.L02         Number of runs:    180
#
#
#
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 5.20000E+01 4.46735E+01 3.32206E+01 5.61263E+01
 5.40000E+01 4.25670E+01 3.16542E+01 5.34798E+01
 5.60000E+01 4.16445E+01 3.09682E+01 5.23208E+01
 5.80000E+01 4.00261E+01 2.97647E+01 5.02875E+01
 6.00000E+01 3.84198E+01 2.85702E+01 4.82693E+01
 6.50000E+01 3.57263E+01 2.65672E+01 4.48854E+01
 7.00000E+01 3.27600E+01 2.43614E+01 4.11586E+01
 7.50000E+01 2.99976E+01 2.23072E+01 3.76881E+01
 8.00000E+01 2.74249E+01 2.03940E+01 3.44557E+01
 9.00000E+01 2.29717E+01 1.70825E+01 2.88609E+01
 1.00000E+02 1.95347E+01 1.45266E+01 2.45428E+01
 1.10000E+02 1.72856E+01 1.28541E+01 2.17171E+01
 1.20000E+02 1.51882E+01 1.12944E+01 1.90820E+01
 1.30000E+02 1.36311E+01 1.01365E+01 1.71256E+01
 1.40000E+02 1.20905E+01 8.99087E+00 1.51901E+01
 1.50000E+02 1.09281E+01 8.12650E+00 1.37297E+01
 1.60000E+02 9.92296E+00 7.37903E+00 1.24669E+01
 1.80000E+02 8.13640E+00 6.05048E+00 1.02223E+01
 2.00000E+02 6.89921E+00 5.13047E+00 8.66794E+00
