#rp039090.L02         Number of runs:    250
#
#
#
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 5.20000E+01 1.54333E+00 1.54333E+00 1.54333E+00
 5.40000E+01 2.84019E+00 2.84019E+00 2.84019E+00
 5.60000E+01 5.41370E+00 5.41370E+00 5.41370E+00
 5.80000E+01 1.06155E+01 1.06155E+01 1.06155E+01
 6.00000E+01 1.92641E+01 1.92641E+01 1.92641E+01
 6.50000E+01 5.07185E+01 5.07185E+01 5.07185E+01
 7.00000E+01 7.65358E+01 7.65358E+01 7.65358E+01
 7.50000E+01 7.93961E+01 7.93961E+01 7.93961E+01
 8.00000E+01 6.75784E+01 6.75784E+01 6.75784E+01
 9.00000E+01 4.47217E+01 4.47217E+01 4.47217E+01
 1.00000E+02 3.62095E+01 3.62095E+01 3.62095E+01
 1.10000E+02 3.11328E+01 3.11328E+01 3.11328E+01
 1.20000E+02 2.73347E+01 2.73347E+01 2.73347E+01
 1.30000E+02 2.57169E+01 2.57169E+01 2.57169E+01
 1.40000E+02 2.31610E+01 2.31610E+01 2.31610E+01
 1.50000E+02 2.12670E+01 2.12670E+01 2.12670E+01
 1.60000E+02 1.93376E+01 1.93376E+01 1.93376E+01
 1.80000E+02 1.60656E+01 1.60656E+01 1.60656E+01
 2.00000E+02 1.40318E+01 1.40318E+01 1.40318E+01
