#rp040090.L03         Number of runs:    200
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 9.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 9.50000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 1.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.05000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.15000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.25000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.35000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.45000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
 1.90000E+01 9.49017E+00 5.55223E+00 1.34281E+01
 2.00000E+01 6.11224E+01 4.17653E+01 8.04795E+01
 2.10000E+01 1.55016E+02 1.12640E+02 1.97391E+02
 2.20000E+01 2.52640E+02 1.87533E+02 3.17747E+02
 2.30000E+01 3.40208E+02 2.55653E+02 4.24763E+02
 2.40000E+01 4.18287E+02 3.16067E+02 5.20507E+02
 2.50000E+01 4.72474E+02 3.58653E+02 5.86296E+02
 2.60000E+01 5.09012E+02 3.88561E+02 6.29463E+02
 2.70000E+01 5.30379E+02 4.07035E+02 6.53723E+02
 2.80000E+01 5.42574E+02 4.19066E+02 6.66082E+02
 2.90000E+01 5.47324E+02 4.26020E+02 6.68628E+02
 3.00000E+01 5.41832E+02 4.25843E+02 6.57821E+02
 3.20000E+01 4.95426E+02 3.89371E+02 6.01481E+02
 3.40000E+01 4.23738E+02 3.33029E+02 5.14447E+02
 3.60000E+01 3.43715E+02 2.70136E+02 4.17293E+02
 3.80000E+01 2.81068E+02 2.20900E+02 3.41236E+02
 4.00000E+01 2.35354E+02 1.84972E+02 2.85735E+02
 4.20000E+01 2.03202E+02 1.59703E+02 2.46702E+02
 4.40000E+01 1.84442E+02 1.44959E+02 2.23926E+02
 4.60000E+01 1.71240E+02 1.34583E+02 2.07897E+02
 4.80000E+01 1.59006E+02 1.24968E+02 1.93044E+02
 5.00000E+01 1.50803E+02 1.18521E+02 1.83086E+02
 5.20000E+01 1.42124E+02 1.11700E+02 1.72548E+02
 5.40000E+01 1.36273E+02 1.07102E+02 1.65445E+02
 5.60000E+01 1.30173E+02 1.02307E+02 1.58039E+02
 5.80000E+01 1.23260E+02 9.68741E+01 1.49646E+02
 6.00000E+01 1.19832E+02 9.41795E+01 1.45484E+02
 6.50000E+01 1.09634E+02 8.61646E+01 1.33103E+02
 7.00000E+01 1.01595E+02 7.98471E+01 1.23344E+02
 7.50000E+01 9.59363E+01 7.53994E+01 1.16473E+02
 8.00000E+01 8.92863E+01 7.01729E+01 1.08400E+02
 9.00000E+01 7.88562E+01 6.19755E+01 9.57368E+01
 1.00000E+02 7.16355E+01 5.63006E+01 8.69704E+01
 1.10000E+02 6.45703E+01 5.07478E+01 7.83928E+01
 1.20000E+02 5.53196E+01 4.34774E+01 6.71617E+01
 1.30000E+02 5.02042E+01 3.94571E+01 6.09514E+01
 1.40000E+02 4.36768E+01 3.43270E+01 5.30267E+01
 1.50000E+02 4.00732E+01 3.14948E+01 4.86516E+01
 1.60000E+02 3.52852E+01 2.77317E+01 4.28386E+01
 1.80000E+02 2.93000E+01 2.30278E+01 3.55722E+01
 2.00000E+02 2.39649E+01 1.88348E+01 2.90950E+01
