#rp039091.L01         Number of runs:    200
#
#
#
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 5.20000E+01 5.28794E+01 3.84665E+01 6.72923E+01
 5.40000E+01 5.06621E+01 3.68536E+01 6.44706E+01
 5.60000E+01 4.99808E+01 3.63580E+01 6.36036E+01
 5.80000E+01 4.90435E+01 3.56762E+01 6.24109E+01
 6.00000E+01 4.70078E+01 3.41953E+01 5.98203E+01
 6.50000E+01 4.42047E+01 3.21562E+01 5.62532E+01
 7.00000E+01 4.23036E+01 3.07733E+01 5.38340E+01
 7.50000E+01 3.95546E+01 2.87735E+01 5.03356E+01
 8.00000E+01 3.86156E+01 2.80905E+01 4.91407E+01
 9.00000E+01 3.50984E+01 2.55319E+01 4.46648E+01
 1.00000E+02 3.21111E+01 2.33589E+01 4.08633E+01
 1.10000E+02 3.00900E+01 2.18886E+01 3.82913E+01
 1.20000E+02 2.66756E+01 1.94049E+01 3.39463E+01
 1.30000E+02 2.40544E+01 1.74981E+01 3.06108E+01
 1.40000E+02 2.15834E+01 1.57006E+01 2.74662E+01
 1.50000E+02 1.98450E+01 1.44361E+01 2.52540E+01
 1.60000E+02 1.77638E+01 1.29221E+01 2.26055E+01
 1.80000E+02 1.49936E+01 1.09070E+01 1.90803E+01
 2.00000E+02 1.25493E+01 9.12883E+00 1.59697E+01
