#rp039090.L02         Number of runs:    200
#
#
#
# E(MeV)      xs(mb)     xslow(mb)      xsupp(mb)
 5.20000E+01 1.50472E+02 0.00000E+00 3.00944E+02
 5.40000E+01 1.62881E+02 0.00000E+00 3.25763E+02
 5.60000E+01 1.71265E+02 0.00000E+00 3.42531E+02
 5.80000E+01 1.71123E+02 0.00000E+00 3.42245E+02
 6.00000E+01 1.70393E+02 0.00000E+00 3.40786E+02
 6.50000E+01 1.59182E+02 0.00000E+00 3.18364E+02
 7.00000E+01 1.49103E+02 0.00000E+00 2.98206E+02
 7.50000E+01 1.38948E+02 0.00000E+00 2.77896E+02
 8.00000E+01 1.35469E+02 0.00000E+00 2.70939E+02
 9.00000E+01 1.22672E+02 0.00000E+00 2.45343E+02
 1.00000E+02 1.11777E+02 0.00000E+00 2.23553E+02
 1.10000E+02 9.71143E+01 0.00000E+00 1.94229E+02
 1.20000E+02 8.61545E+01 0.00000E+00 1.72309E+02
 1.30000E+02 7.89958E+01 0.00000E+00 1.57992E+02
 1.40000E+02 7.00423E+01 0.00000E+00 1.40085E+02
 1.50000E+02 6.39147E+01 0.00000E+00 1.27829E+02
 1.60000E+02 5.96652E+01 0.00000E+00 1.19330E+02
 1.80000E+02 4.97581E+01 0.00000E+00 9.95161E+01
 2.00000E+02 4.36966E+01 0.00000E+00 8.73932E+01
