# n +  64Zn: Production of  65Zn - Total
# Q-value    = 7.97933E+00 mass=  64.929240
# E-threshold= 0.00000E+00
# # energies =   121
#     E          xs
 1.00000E-11 3.97363E+04
 2.53000E-08 7.90000E+02
 1.00000E-06 1.25657E+02
 1.00000E-05 3.97363E+01
 1.00000E-04 1.25657E+01
 2.00000E-04 8.88531E+00
 3.00000E-04 7.25482E+00
 6.00000E-04 5.12993E+00
 7.18000E-04 4.68948E+00
 1.00000E-03 9.98226E+00
 2.00000E-03 4.84975E+01
 3.00000E-03 1.22262E+02
 3.59000E-03 1.84122E+02
 6.00000E-03 1.38235E+02
 1.00000E-02 1.03802E+02
 2.00000E-02 7.00127E+01
 3.00000E-02 5.68660E+01
 6.00000E-02 4.31502E+01
 1.00000E-01 3.58665E+01
 2.00000E-01 2.68481E+01
 3.00000E-01 2.31286E+01
 4.00000E-01 2.16496E+01
 5.00000E-01 2.12038E+01
 6.00000E-01 2.12900E+01
 7.00000E-01 2.16935E+01
 8.00000E-01 2.23365E+01
 9.00000E-01 2.31801E+01
 1.00000E+00 2.41537E+01
 1.20000E+00 1.28261E+01
 1.40000E+00 1.15555E+01
 1.60000E+00 1.14362E+01
 1.80000E+00 1.17743E+01
 2.00000E+00 1.04235E+01
 2.20000E+00 1.00919E+01
 2.40000E+00 9.56408E+00
 2.60000E+00 9.18197E+00
 2.80000E+00 9.00191E+00
 3.00000E+00 8.40387E+00
 3.20000E+00 6.96506E+00
 3.40000E+00 5.64715E+00
 3.60000E+00 4.53662E+00
 3.80000E+00 3.66328E+00
 4.00000E+00 3.06551E+00
 4.20000E+00 2.59897E+00
 4.40000E+00 2.24192E+00
 4.60000E+00 1.98923E+00
 4.80000E+00 1.75915E+00
 5.00000E+00 1.57914E+00
 5.20000E+00 1.44815E+00
 5.40000E+00 1.32331E+00
 5.60000E+00 1.23023E+00
 5.80000E+00 1.13335E+00
 6.00000E+00 1.06683E+00
 6.20000E+00 1.01285E+00
 6.40000E+00 9.43321E-01
 6.60000E+00 9.15560E-01
 6.80000E+00 8.64877E-01
 7.00000E+00 8.28888E-01
 7.20000E+00 8.21520E-01
 7.40000E+00 7.77654E-01
 7.60000E+00 7.58780E-01
 7.80000E+00 7.70243E-01
 8.00000E+00 7.39055E-01
 8.50000E+00 7.38336E-01
 9.00000E+00 7.59139E-01
 9.50000E+00 8.04595E-01
 1.00000E+01 8.61340E-01
 1.05000E+01 9.21122E-01
 1.10000E+01 9.78256E-01
 1.15000E+01 1.02532E+00
 1.20000E+01 1.06301E+00
 1.25000E+01 1.09126E+00
 1.30000E+01 1.15663E+00
 1.35000E+01 1.10659E+00
 1.40000E+01 1.15938E+00
 1.45000E+01 1.11271E+00
 1.50000E+01 1.14800E+00
 1.60000E+01 1.11313E+00
 1.70000E+01 1.04749E+00
 1.80000E+01 9.60893E-01
 1.90000E+01 8.52935E-01
 2.00000E+01 7.48692E-01
 2.10000E+01 6.49363E-01
 2.20000E+01 5.65923E-01
 2.30000E+01 5.00141E-01
 2.40000E+01 4.45457E-01
 2.50000E+01 4.02460E-01
 2.60000E+01 3.68446E-01
 2.70000E+01 3.38723E-01
 2.80000E+01 3.13428E-01
 2.90000E+01 2.93003E-01
 3.00000E+01 2.76022E-01
 3.20000E+01 2.46210E-01
 3.40000E+01 2.20488E-01
 3.60000E+01 2.01229E-01
 3.80000E+01 1.88288E-01
 4.00000E+01 1.74337E-01
 4.20000E+01 1.60443E-01
 4.40000E+01 1.50021E-01
 4.60000E+01 1.40550E-01
 4.80000E+01 1.33162E-01
 5.00000E+01 1.26007E-01
 5.20000E+01 1.19931E-01
 5.40000E+01 1.13083E-01
 5.60000E+01 1.07772E-01
 5.80000E+01 1.02972E-01
 6.00000E+01 9.85282E-02
 6.50000E+01 8.86080E-02
 7.00000E+01 7.95326E-02
 7.50000E+01 7.14834E-02
 8.00000E+01 6.31574E-02
 9.00000E+01 5.38304E-02
 1.00000E+02 4.28915E-02
 1.10000E+02 3.40861E-02
 1.20000E+02 2.96937E-02
 1.30000E+02 2.61100E-02
 1.40000E+02 2.28451E-02
 1.50000E+02 1.94355E-02
 1.60000E+02 1.64004E-02
 1.80000E+02 1.20344E-02
 2.00000E+02 8.16535E-03
